author_id,created_at,id,lang,public_metrics_like_count,public_metrics_quote_count,public_metrics_reply_count,public_metrics_retweet_count,quoted_id,text
41035489,2021-03-11 03:47:20+00:00,1369857447335231492,en,3,1,0,0,1.3698435359277302e+18,"I want to publicly apologize to former student @AndyHaskell2013 for introducing him (and many others) to PHP.  😂 But hey, it turned out to be a good start! https://t.co/gWcgzC915d"
1249443305969963010,2021-03-10 00:17:14+00:00,1369442185779810309,en,4,3,0,0,1.369410752071807e+18,yuta is not going to see my tweet that his chin is big on my 290 follower account and if he does i will personally publicly apologize to his face is that what you want https://t.co/QQTMs5u7Ow
3441357856,2021-03-09 23:46:03+00:00,1369434338400608258,en,29,0,2,0,1.3693237069888512e+18,"I want to apologize publicly to the nation and people of Italy for this; please understand I have nothing but admiration for your culture and civilization, a constant source of inspiration for me, but sometimes you make-a me a-crazy https://t.co/5jVDIaNSF3"
757325918,2021-03-05 18:30:41+00:00,1367905421520998406,en,1,0,0,0,1.3679050927001027e+18,Once again I want to publicly apologize to Mike Gillis. Please come back and save us. https://t.co/W6ydRSlHrv
4605982807,2021-03-05 17:05:26+00:00,1367883967739752453,en,0,0,0,0,,"@KeanuRe88100670 @KeanuCharlesRe1 @Keanu11 #keanureeves I like this quote. ""Be thankful for the real ones in your life"" Jan 26 I do not know if you are on Twitter, but I want to publicly apologize for any and all of my wrongdoings. Your website? Thanks! Love this last scene shot. https://t.co/kgUsITSWev"
784495228304494592,2021-03-05 10:36:16+00:00,1367786029747437568,en,4,0,1,0,,"Saying this on main because i don’t want to make op anxious but I think you should also apologize to rach directly, it may not have been your intention but you did laugh at them openly with your 5k followers and made fun of them changing their @ after being publicly humiliated https://t.co/GuBLN5XeG0"
336002320,2021-03-03 00:36:06+00:00,1366910216479121419,en,1,0,0,0,1.366558621232939e+18,"#Resistance 

Yeah, she would want a Democratic governor to resign.
She's a trumper.

NO, I say Cuomo should publicly apologize to each woman individually and be required to take a sexual harassment course.

NO RESIGNING!  When is trump getting convicted &amp; serving jail time? https://t.co/Vaflbzwqm7"
398270830,2021-03-01 06:18:44+00:00,1366271668553932800,en,6,0,1,0,,"i want to publicly apologize to @jragland_ for making fun of his green couch two years ago, i get it now https://t.co/eF2i37Yj9L"
1462356805,2021-03-01 03:34:35+00:00,1366230359264948224,en,1,0,0,0,1.366226675613188e+18,"I want like to publicly apologize to @Luvvie for privately thinking she was being messy. 
————
Me: Well Luvvie they’re in Ireland.  They tried girl. 

*Googles* Oberlin street Stage 
Me:  Oberlin, OH .... OHIO 

*Googles*  Oberlin, OH to Cleveland, OH 
Me: Luvvie I’m sorry 😞 https://t.co/MIiYdKnlz2"
28520366,2021-02-28 01:15:14+00:00,1365832904283193349,en,1,0,1,0,1.3658280918016983e+18,I want to publicly apologize to @theantedwards_ for cutting him from my fantasy team like a month ago. I know my actions have you the chip on your shoulder to help you get where you are now. https://t.co/CYktglCEDD
1266351853,2021-02-27 17:21:53+00:00,1365713779615531013,en,27,1,5,4,1.3647549374277222e+18,"I have been asked by the author of the article in question to retract this tweet, clarify my statement, and publicly apologize for impugning his character by the end of the day. 

I don’t want to face legal action from a senior colleague, so I  apologize and retract my statement. https://t.co/hJUyBAPORv"
1159132060948131842,2021-02-27 16:50:59+00:00,1365706001530253312,en,1,0,1,0,1.3656945076735468e+18,"When you said MG should be held accountable i hope you mean that you want him to apologize genuinely &amp; publicly, or at least wish that Pledis will let the public know he apologized. Bcs what scares me is it might be true but he didnt apologize and Pledis didnt try anything. https://t.co/0y6hIDrfDN"
143811834,2021-02-23 22:54:41+00:00,1364347981676367872,en,0,0,1,0,,I WANT HIM ON THE NEWS I WANT HIM TO BE PUBLICLY HUMILIATED AND APOLOGIZE IN FRONT OF THE WHOLE COUNTRY FOR BEING SUCH AN UGLY BEING ON THE INSIDE AND OUT TOWARDS TAE https://t.co/LXTtWnvpuW
1346952308152680448,2021-02-22 21:06:58+00:00,1363958485524840453,en,7,0,0,0,1.3639318771706757e+18,I just want to publicly apologize for my this post. I am sorry to all those who read this. I should of put a trigger warning in front of it and that was wrong of me not to. I am truly sorry and I am trying to mature from this situation. tw- another mailin ship ⬇️⬇️ https://t.co/hdd7aHi9KF
1351310764401807360,2021-02-21 21:04:26+00:00,1363595457453170690,en,25,0,2,2,1.363574737528496e+18,"Get ready to apologize to Dababy PUBLICLY, since u wanted to diss him about his net worth and money publicly. From now on I don’t want to hear AAVE come out of ur mouth again since u need a rap lyric deciphered. How dare u? Bitch https://t.co/Cd8ZHJyQ6u"
290140327,2021-02-19 01:34:15+00:00,1362576196266033153,en,8,0,1,0,1.3625526515615048e+18,I want to publicly apologize to @dorsey_sprouls and @Frannie_Sprouls for never taking them to Mexico when they were cold. https://t.co/p7TmeIkW7u
1066856077302669313,2021-02-19 00:12:07+00:00,1362555528967303168,en,0,0,0,0,1.3625551600992338e+18,"i want to Publicly apologize to Stuart ""2-D"" Harold Pot, this is MY mistake and it will never happen again. &lt;3 https://t.co/OmGSGHGKVf"
1356548514172596224,2021-02-17 02:03:37+00:00,1361858811997409282,en,1,0,0,0,1.3618550121173156e+18,Mikey Please Keep Preaching Baby 💯... Everybody Want Them To Be Cool But I Dont Not Until She Publicly Apologize For That Shoe Cause That Literally Was The Straw For Me Cause I'll Be Damned If You #1 Throw A Shoe #2. At A Classy Event BITCH IM WORKING Ion Know Bout You 💯 https://t.co/5dJYRWgh38
2482044565,2021-02-16 05:35:53+00:00,1361549842749661186,en,0,0,0,0,,Why would you mass email YG when op messed up publicly? I mean it's just right to acknowledge your mistake and apologize publicly right? You dont want to dent the image of your fandom but you keep on ruining it doing things like that. You keep on getting low. https://t.co/2lTMhmM9tT
77300002,2021-02-14 04:31:55+00:00,1360808970663952387,en,2,0,0,0,1.3607219644411576e+18,I want to publicly apologize to @crafty_ghoul for not getting her this for galentines day like i wish i wasnt just seeing this now https://t.co/A3DkRqZbxR
1045355066138513408,2021-02-14 04:23:59+00:00,1360806974284312578,en,0,0,0,0,1.360696314535809e+18,I want to publicly apologize for backing Rubio in the primaries. https://t.co/a8dRCYNCup
1343780040975245312,2021-02-13 15:13:00+00:00,1360607916408111114,en,14,0,0,2,1.3604433304679342e+18,"i want to publicly apologize for calling irene straight, i am very sorry for what i did. i hope we can move on. https://t.co/94SEDgMAwP"
22724255,2021-02-12 18:00:31+00:00,1360287685915639809,en,1,0,0,0,1.3602861121666703e+18,"I want to apologize. In the past, I have been known to chant/sing that I would ""fight, fight, fight for Iowa."" Former-Pres. Trump's lawyers have now shown that for publicly using the word ""fight,"" I am equally to blame for the 1/6 coup attempt. https://t.co/8HsBVxUlVV"
2231127916,2021-02-10 20:37:40+00:00,1359602458658537480,en,1,0,0,1,1.3593049009962557e+18,"I want to publicly apologize to @callmeLilLegs for shrugging this off as not that funny, when she showed me while I was “to busy” playing Xbox. I was wrong https://t.co/wvvjGPuwdv"
2300392795,2021-02-10 17:00:53+00:00,1359547901534420992,en,0,0,0,0,1.3595393021542728e+18,"I'm proud of her too. It pains me deeply to think how highly so many of us have held Joss in esteem. I'll always appreciate the good from the art he's made, but I want to see him publicly apologize &amp; take accountability. Sad, sad, sad. Do better, @joss. Walk the walk. https://t.co/1Y5Om3v9Kx"
967589350405001216,2021-02-09 02:33:29+00:00,1358967223595929601,en,0,0,0,0,1.3589542772223836e+18,I believe a Jesse from @BarDown might want to publicly apologize for his Laine better than Matthews stunt in Toronto. https://t.co/00gHnp6Zou
1246136841662799876,2021-02-07 15:29:34+00:00,1358437756221939718,en,7,0,0,2,1.358205054549971e+18,"i want to publicly apologize, i was the camera woman that day. myungsoo stared directly to it and i lost control and got possessed by the beat 😳🥺👎 https://t.co/XkhxHwVPub"
730587744104112128,2021-02-06 06:55:27+00:00,1357945986543460352,en,1,0,1,0,1.357768670110503e+18,"When this fails, I want the Mattel executives responsible for this to publicly apologize. https://t.co/QrdAg9cX2X"
274808245,2021-02-04 14:01:46+00:00,1357328499560833025,en,3,0,0,0,1.3553126769651466e+18,I’ve been told I manifested the Emmy travesty and I want to publicly apologize https://t.co/7TJdvNnAbv
319373889,2021-02-02 13:32:59+00:00,1356596476915421197,en,6,0,0,3,1.3564628754607063e+18,"I want to hear any member of Congress who stoked the lies that fed this insurrection publicly apologize to their colleagues and repent. Any of them. 

Silence.

Yet Republican Senators have the audacity to think crippling Biden’s Covid recovery plan is the path to unity https://t.co/PNGkXiJelw"
1221842001571864578,2021-01-29 15:16:36+00:00,1355173001491312640,en,5,0,1,1,1.355171519534682e+18,I want Michael Jordan to publicly apologize for leaving Zeke off the Dream Team 😂 😆 AMEN https://t.co/QQUTnNdA0C
1349917341858078722,2021-01-27 02:37:19+00:00,1354257147115278336,en,1,0,0,0,1.354255209862746e+18,"#NYR I want to publicly apologize to my roommate @stacobjalnaker, I was standing up screaming at the top of my lungs like a crackhead. https://t.co/a3RTYUyFQS"
1275204681569112064,2021-01-26 18:27:09+00:00,1354133792605298689,en,149,5,25,38,,"I was wrong about Walter. I cannot msg you to apologize, Walter, but I want it out there publicly that I am terribly sorry and this was an incredibly bad screw up on my part. I apologize deeply to you and to all who got my bad info. https://t.co/qGwq6obQPE"
94154691,2021-01-26 01:08:33+00:00,1353872422173167616,en,8,0,1,4,1.3538626057319793e+18,I want to publicly apologize to all of those young men. I am ashamed of the way I mistreated them. -- Jeffrey Dahmer. https://t.co/iZ6V8Dw1xh
1217572262850842625,2021-01-25 22:14:36+00:00,1353828644184059904,en,0,0,1,0,1.3538285431433093e+18,I publicly apologize to samsung for making fun of me when i had a samsung iphone sincerely sorry for what i said about you and i want to tell you from this story https://t.co/3JvSh0B9IF
847854955,2021-01-22 12:44:47+00:00,1352598080793812992,en,1,0,0,0,1.3524657085260145e+18,"We Don't Want Capitol Police to Publicly Apologize 
We want every Elected Senator and Congress  to Publicly Apologize for this Disgusting Inhumane Treatment of Each of our State Guards. 
I do not care if they are a R or D!! 
Get their Ass up on National TV and Apologize https://t.co/UU6Aacq0Oe"
1380787645,2021-01-21 15:58:26+00:00,1352284429906030593,en,147,0,5,9,1.3519265494114836e+18,I missed an opportunity yesterday to call her Fancy Pelosi and I want to publicly apologize for that https://t.co/5rf55OBI4f
1268587167850262529,2021-01-20 05:13:30+00:00,1351759736018927616,en,0,0,0,0,1.351714404161577e+18,I want them to publicly apologize to j/k. I don't care. https://t.co/tk9akCHZyP
704331665,2021-01-18 17:13:37+00:00,1351216183329042437,en,0,2,0,0,1.3510001874440888e+18,I want to publicly apologize in behalf of your parents and whoever hurt you this bad to make you wish death on someone who has done nothing harmful to you. I’m not a religious person but if it comes to that I’ll pray day by day so your bitter ass finds peace one day. https://t.co/WzYBzCq9Qd
1060632633753911304,2021-01-18 15:52:54+00:00,1351195871917056000,en,13,0,0,0,1.351194628419158e+18,i want to publicly apologize for all the times i‘ve said that we had to wait until 2023 I‘M SORRY I DESERVE NO RIGHTS https://t.co/WubR1PmFKJ
190113935,2021-01-17 11:59:56+00:00,1350774856468480001,en,2,0,0,0,1.35055334718344e+18,"I really want justice for him because to go through what he went through, and have his own band mates throw him under the bus, is unimaginable. Omarion should publicly apologize. https://t.co/zSUDquas7y"
3091542142,2021-01-16 16:57:04+00:00,1350487245472624640,en,0,0,1,0,1.3495585016228209e+18,"I'd like to apologize to @KristenClarkeJD &amp; @JoeBiden. I did not thoroughly research Kristen Clarke, her beliefs &amp; her work helping the Jewish community before I publicly tweeted this. I just want to hold Biden's administration accountable the way I wanted to hold Trump's https://t.co/Nbz1F74zRL"
1191090550004428800,2021-01-15 19:03:43+00:00,1350156729363914753,en,34,1,3,13,1.3501482804417044e+18,"I hope that the people who droped  shit and even insulted the company on weverse (where we know the girls can watch) publicly go and apologize. 

It's okay to email the company about your concerns, and talk about things, but I want to say that the attitude that some took... https://t.co/Gl5okJ5uvb https://t.co/Ue6hcpiRrf"
1298809094267174912,2021-01-11 17:50:22+00:00,1348688719105175552,en,0,0,0,0,1.34857804329651e+18,i want to publicly apologize to the members of nct for having to do this https://t.co/8A9tdQcRJ4
2381458064,2021-01-08 18:21:58+00:00,1347609505358438401,en,8,0,2,0,1.3471721119708365e+18,"I want to publicly apologize to you, Mrs. Coull. Back in my sophomore year, I didn’t trust you enough as an educator to be right about your expertise, history, and how it was about to repeat itself. I thought you and the crying students you took in were overreacting. 1/5 https://t.co/61Ov5lw2bP"
17997831,2021-01-07 21:03:04+00:00,1347287661946540034,en,4,0,1,1,1.34727605337557e+18,I want to not publicly apologize to @BethMooreLPM and @DavidAFrench because they are propagandists and I do not apologize to propagandists. ;-) https://t.co/6jE5sIBd2G
4875114297,2021-01-02 23:11:45+00:00,1345508106902659072,en,1,0,0,0,1.3455000712159642e+18,"I was a super Cruze hater in 2016. I went down the drain attacking him. I publicly apologize and want to let him know how appreciative I am of his voice, service and wisdom. He’s a true hero for the people and I’d proudly support him in any capacity now. https://t.co/12c2OEI4zg"
988896202962939907,2021-01-01 03:22:23+00:00,1344846405928689664,en,7,0,2,0,1.344617632838742e+18,I want to publicly apologize because I too believed the original artist’s tweet without looking into it or anything and that was wrong of me. I think this was a huge lesson for me to not just blindly believe someone’s anecdotes/stories about a brand without proof. https://t.co/MgCfkSj0de
